barcode,interview_id,field_species_id,Date,Time,capture_depth,lat,lon,length,recorded_mark,sampled,finsampled,sex,mature,rank,fisherman_id,port_id,fishermanport_id,vessel_id,fisherytype_id,fisherygroup_id,agency_id,bestestimate1,probability1,bestestimate2,probability2,bestestimate3,probability3,bestestimate4,probability4,bestestimate5,probability5,bestestimate6,probability6,bestestimate7,probability7,bestestimate8,probability8,bestestimate9,probability9,bestestimate10,probability10,bestestimate11,probability11,bestestimate12,probability12
CA28479,201100415,1,17-Jul-11,8:04:44,60.3504,41.05875,-124.2714833,0.75,N,,Y,,E,,1096,,,297,11,100,2,Klamath,98.596,Rogue,1.385,N_California_S_Oregon_Coast,0.018,,,,,,,,,,,,,,,,,,
CA27612,201100424,1,25-Jul-11,7:29:16,73.152,39.94768333,-124.1295167,0.79,X,,Y,,U,,1068,,,269,11,100,2,Rogue,84.515,N_California_S_Oregon_Coast,12.048,Klamath,2.225,,,,,,,,,,,,,,,,,,
CA22935,201100425,1,18-Jul-11,14:45:17,49.3776,38.41413333,-123.1984667,0.72,Y,,Y,,U,,1093,,,294,11,100,2,Central_Valley_fall,99.958,Central_Valley_spring,0.039,Deschutes_fall,0.001,,,,,,,,,,,,,,,,,,
CA20377,201100427,1,16-Jul-11,16:36:21,36.576,38.37061667,-123.2037667,0.81,Y,,Y,,E,,1158,,,340,11,100,2,Central_Valley_fall,99.178,Central_Valley_spring,0.822,Deschutes_fall,0.001,,,,,,,,,,,,,,,,,,
CA18727,201100428,1,17-Jul-11,9:55:14,65.8368,38.73975,-123.6250167,0.72,N,,Y,,X,,1054,,,255,11,100,2,Central_Valley_fall,99.98,Central_Valley_spring,0.02,0,0,,,,,,,,,,,,,,,,,,
32390,201100429,1,10-Aug-11,14:35:37,45.72,44.74385,-124.3145,0.71,N,Y,,,X,12,82,,,80,11,100,1,Rogue,0.8027,Mid_Oregon_Coast,0.1347,Washington_Coast,0.0303,N_California_S_Oregon_Coast,0.0232,,0,,0,,0,,0,,0,,0,,0,,
CA21572,201100430,1,16-Jul-11,17:15:16,43.8912,38.78493333,-123.6653667,0.8,N,,Y,,X,,1058,,,259,11,100,2,Central_Valley_fall,99.994,Central_Valley_spring,0.005,0,0,,,,,,,,,,,,,,,,,,
21112,201100431,1,10-Aug-11,16:27:51,47.5488,44.72695,-124.3289833,0.7,N,Y,,,E,9,63,,,61,11,100,1,Rogue,0.9982,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
CA22538,201100433,1,17-Jul-11,8:36:00,98.7552,38.27128333,-123.19835,0.86,Y,,Y,,X,,1040,,,246,11,100,2,Central_Valley_fall,99.421,Central_Valley_spring,0.579,0,0,,,,,,,,,,,,,,,,,,
33904,201100440,1,11-Aug-11,10:49:48,31.0896,42.01369444,-124.3770833,0.74,Y,Y,,,U,13,9,,,9,11,100,1,Central_Valley_fall,0.9922,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
17847,201100441,1,15-Aug-11,9:46:55,64.008,44.73466667,-124.31045,0.74,N,Y,,,E,13,126,,,122,11,100,1,Mid_Oregon_Coast,0.8729,Rogue,0.103,L_Columbia_fall,0.0144,,0,,0,,0,,0,,0,,0,,0,,0,,
CA26589,201100442,1,23-Jul-11,11:22:41,27.432,39.54121667,-123.8497167,0.7,N,,Y,,E,,1132,,,369,11,100,2,California_Coast,99.997,N_California_S_Oregon_Coast,0.003,0,0,,,,,,,,,,,,,,,,,,
CA26652,201100447,1,23-Jul-11,18:18:28,78.6384,39.85153333,-123.9543833,0.69,N,,Y,,X,,1057,,,258,11,100,2,Central_Valley_fall,99.987,Central_Valley_spring,0.014,0,0,,,,,,,,,,,,,,,,,,
13252,201100448,1,15-Aug-11,15:23:32,64.008,44.74461667,-124.3186167,0.78,Y,Y,,,E,13,124,,,120,11,100,1,Mid_Oregon_Coast,0.4682,L_Columbia_fall,0.3137,SSE_Alaska_Stikine,0.2163,,0,,0,,0,,0,,0,,0,,0,,0,,
CA22178,201100531,1,11-Aug-11,7:04:36,18.288,37.84516667,-122.6847167,0.82,N,,Y,,E,,1040,,,246,11,100,2,Central_Valley_fall,99.96,Central_Valley_spring,0.04,L_Columbia_spring,0,,,,,,,,,,,,,,,,,,
30707,201100450,1,15-Aug-11,12:28:35,43.8912,44.77113333,-124.3042333,0.81,N,Y,,,E,13,113,,,109,11,100,1,Deschutes_fall,0.8012,U_Columbia_summer_fall,0.1791,Snake_fall,0.0192,,0,,0,,0,,0,,0,,0,,0,,0,,
11962,201100451,1,16-Aug-11,11:58:31,51.2064,44.73448333,-124.32585,0.79,Y,Y,,,E,12,63,,,61,11,100,1,Mid_Columbia_tule,0.9998,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
CA26019,201100453,1,23-Jul-11,13:18:57,73.152,39.96728333,-124.1253333,0.86,N,,Y,,E,,1130,,,321,11,100,2,Mid_Oregon_Coast,54.918,Rogue,31.414,N_California_S_Oregon_Coast,13.666,,,,,,,,,,,,,,,,,,
CA26912,201100454,1,23-Jul-11,11:26:59,42.0624,39.53485,-123.8306333,0.72,N,,Y,,X,,1123,,,316,11,100,2,Central_Valley_fall,100,Central_Valley_spring,0,0,0,,,,,,,,,,,,,,,,,,
CA29812,201100455,1,25-Jul-11,9:53:09,54.864,39.34605,-123.8872833,0.86,Y,,Y,,U,,1198,,,370,11,100,2,N_California_S_Oregon_Coast,50.88,Rogue,45.632,Mid_Oregon_Coast,3.485,,,,,,,,,,,,,,,,,,
CA25824,201100456,1,24-Jul-11,13:08:45,65.8368,39.8933,-124.0752167,0.83,N,,Y,,X,,1143,,,332,11,100,2,N_California_S_Oregon_Coast,98.984,Rogue,0.714,Mid_Oregon_Coast,0.302,,,,,,,,,,,,,,,,,,
CA29612,201100457,1,23-Jul-11,15:57:38,18.288,39.4362,-123.8651,0.71,N,,Y,,X,,1146,,,335,11,100,2,Central_Valley_fall,99.664,Central_Valley_spring,0.336,0,0,,,,,,,,,,,,,,,,,,
CA28611,201100458,1,24-Jul-11,13:45:22,29.2608,39.37373333,-123.8867667,0.92,N,,Y,,E,,1140,,,329,11,100,2,Rogue,99.964,N_California_S_Oregon_Coast,0.035,Mid_Oregon_Coast,0,,,,,,,,,,,,,,,,,,
CA30512,201100462,1,24-Jul-11,14:35:54,87.7824,39.42348333,-123.8852167,0.91,N,,Y,,U,,1122,,,315,11,100,2,N_California_S_Oregon_Coast,64.668,Rogue,35.244,Mid_Oregon_Coast,0.088,,,,,,,,,,,,,,,,,,
CA24945,201100463,1,24-Jul-11,9:14:36,27.432,39.94451667,-124.09365,0.7,N,,Y,,X,,1167,,,302,11,100,2,California_Coast,99.703,N_California_S_Oregon_Coast,0.278,Rogue,0.015,,,,,,,,,,,,,,,,,,
CA31112,201100464,1,23-Jul-11,18:59:03,7.3152,39.89261667,-124.0063167,0.73,N,,Y,,U,,1087,,,288,11,100,2,California_Coast,99.979,N_California_S_Oregon_Coast,0.021,0,0,,,,,,,,,,,,,,,,,,
CA24727,201100465,1,23-Jul-11,10:16:38,73.152,39.76551667,-123.91725,0.83,N,,Y,,X,,1082,,,283,11,100,2,Central_Valley_fall,99.985,Central_Valley_spring,0.016,0,0,,,,,,,,,,,,,,,,,,
CA20020,201100466,1,24-Jul-11,11:29:02,64.008,39.4908,-123.8589,0.8,N,,Y,,X,,1131,,,322,11,100,2,Rogue,99.196,N_California_S_Oregon_Coast,0.652,Mid_Oregon_Coast,0.147,,,,,,,,,,,,,,,,,,
CA28515,201100467,1,24-Jul-11,10:00:28,16.4592,39.9562,-124.0928,0.81,N,,Y,,M,,1096,,,297,11,100,2,Klamath,99.997,Rogue,0.003,0,0,,,,,,,,,,,,,,,,,,
CA27129,201100468,1,23-Jul-11,9:56:34,54.864,40.03628333,-124.1404333,0.94,N,,Y,,X,,1097,,,298,11,100,2,Rogue,98.639,Mid_Oregon_Coast,1.288,N_California_S_Oregon_Coast,0.072,,,,,,,,,,,,,,,,,,
CA27304,201100470,1,01-Aug-11,10:04:24,51.2064,41.07418333,-124.28095,0.855,N,,Y,,X,,1192,,,362,11,100,2,Rogue,97.051,Klamath,2.307,N_California_S_Oregon_Coast,0.48,,,,,,,,,,,,,,,,,,
CA27882,201100471,1,30-Jul-11,8:53:27,106.0704,39.98853333,-124.1457833,0.91,N,,Y,,X,,1138,,,328,11,100,2,California_Coast,100,0,0,0,0,,,,,,,,,,,,,,,,,,
CA24064,201100475,1,02-Aug-11,13:09:17,85.9536,39.61628333,-123.8586667,0.73,N,,Y,,X,,1176,,,353,11,100,2,Central_Valley_fall,51.245,Deschutes_fall,47.694,Central_Valley_spring,0.94,,,,,,,,,,,,,,,,,,
CA24800,201100476,1,31-Jul-11,12:36:58,73.152,39.69103333,-123.8812833,0.74,N,,Y,,E,,1082,,,283,11,100,2,Central_Valley_fall,92.88,Central_Valley_spring,7.121,Central_Valley_winter,0,,,,,,,,,,,,,,,,,,
CA23444,201100477,1,31-Jul-11,7:55:10,36.576,39.90243333,-124.06605,0.82,N,,Y,,E,,1091,,,292,11,100,2,Central_Valley_fall,99.992,Central_Valley_spring,0.008,Deschutes_fall,0,,,,,,,,,,,,,,,,,,
CA10739,201100478,1,29-Jul-11,12:15:34,14.6304,39.39358333,-123.9049,0.76,N,,Y,,X,,1062,,,319,11,100,2,Central_Valley_fall,97.184,Central_Valley_spring,2.784,Deschutes_fall,0.029,,,,,,,,,,,,,,,,,,
CA25443,201100479,1,30-Jul-11,14:38:39,21.9456,39.64821667,-123.8514833,0.76,N,,Y,,X,,1039,,,245,11,100,2,California_Coast,100,0,0,0,0,,,,,,,,,,,,,,,,,,
CA26099,201100480,1,29-Jul-11,13:38:09,73.152,39.35898333,-123.9042,0.93,N,,Y,,E,,1130,,,321,11,100,2,Central_Valley_fall,99.913,Central_Valley_spring,0.086,0,0,,,,,,,,,,,,,,,,,,
CA29829,201100482,1,02-Aug-11,18:38:12,89.6112,39.96068333,-124.1529333,0.91,N,,Y,,E,,1198,,,370,11,100,2,Central_Valley_fall,99.997,Central_Valley_spring,0.004,0,0,,,,,,,,,,,,,,,,,,
CA25637,201100483,1,30-Jul-11,12:48:05,27.432,39.42283333,-123.8768333,0.91,N,,Y,,X,,1078,,,279,11,100,2,Rogue,98.529,N_California_S_Oregon_Coast,1.374,Mid_Oregon_Coast,0.083,,,,,,,,,,,,,,,,,,
CA28635,201100484,1,30-Jul-11,9:25:36,54.864,39.519,-123.9201667,0.79,N,,Y,,U,,1140,,,329,11,100,2,Central_Valley_fall,99.996,Central_Valley_spring,0.005,0,0,,,,,,,,,,,,,,,,,,
CA19922,201100485,1,29-Jul-11,11:29:22,60.3504,39.30041667,-123.8721333,0.81,Y,,Y,,X,,1043,,,248,11,100,2,Central_Valley_fall,99.957,Central_Valley_spring,0.043,0,0,,,,,,,,,,,,,,,,,,
CA25839,201100486,1,29-Jul-11,16:38:33,71.3232,39.41548333,-123.8922833,0.915,N,,Y,,X,,1143,,,332,11,100,2,Rogue,99.524,Mid_Oregon_Coast,0.47,N_California_S_Oregon_Coast,0.005,,,,,,,,,,,,,,,,,,
CA30535,201100487,1,01-Aug-11,15:09:06,76.8096,39.45575,-123.8863667,0.99,N,,Y,,U,,1122,,,315,11,100,2,Rogue,76.087,N_California_S_Oregon_Coast,13.966,Mid_Oregon_Coast,9.946,,,,,,,,,,,,,,,,,,
CA14921,201100490,1,29-Jul-11,16:55:32,65.8368,39.79535,-123.9413333,0.84,N,,Y,,U,,1093,,,294,11,100,2,Rogue,98.264,Klamath,0.889,Mid_Oregon_Coast,0.763,,,,,,,,,,,,,,,,,,
CA18375,201100491,1,29-Jul-11,17:20:06,64.008,39.47383333,-123.8967333,0.715,N,,Y,,M,,1170,,,349,11,100,2,Deschutes_fall,93.584,Snake_fall,4.661,U_Columbia_summer_fall,1.72,,,,,,,,,,,,,,,,,,
CA26812,201100499,1,30-Jul-11,10:04:34,73.152,39.58366667,-123.8978833,0.78,N,,Y,,M,,1123,,,316,11,100,2,Klamath,99.854,Rogue,0.144,Mid_Oregon_Coast,0.002,,,,,,,,,,,,,,,,,,
CA11356,201100500,1,29-Jul-11,12:57:51,60.3504,39.35855,-123.9224167,,N,,Y,,X,,1054,,,255,11,100,2,Central_Valley_fall,99.97,Central_Valley_spring,0.03,0,0,,,,,,,,,,,,,,,,,,
CA25312,201100501,1,29-Jul-11,15:28:47,43.8912,39.3673,-123.9205167,0.91,N,,Y,,X,,1058,,,259,11,100,2,Central_Valley_fall,99.996,Central_Valley_spring,0.003,0,0,,,,,,,,,,,,,,,,,,
CA31160,201100502,1,31-Jul-11,8:32:00,54.864,40.07655,-124.2808833,0.88,N,,Y,,X,,1087,,,288,11,100,2,Rogue,78.803,N_California_S_Oregon_Coast,14.683,Mid_Oregon_Coast,6.486,,,,,,,,,,,,,,,,,,
CA23493,201100503,1,05-Aug-11,10:00:53,82.296,39.67271667,-123.8918833,0.78,N,,Y,,E,,1091,,,292,11,100,2,California_Coast,99.998,N_California_S_Oregon_Coast,0.001,0,0,,,,,,,,,,,,,,,,,,
13576,201100520,1,24-Aug-11,10:12:06,106.0704,43.44291667,-124.4332333,0.82,N,Y,,,M,13,36,,,35,11,100,1,U_Columbia_summer_fall,0.7472,Snake_fall,0.1651,Deschutes_fall,0.0566,Central_Valley_fall,0.0305,,0,,0,,0,,0,,0,,0,,0,,
13607,201100521,1,22-Aug-11,13:53:19,118.872,43.49358333,-124.4557667,0.91,N,Y,,,X,12,27,,,27,11,100,1,Mid_Oregon_Coast,0.668,U_Columbia_summer_fall,0.2551,Deschutes_fall,0.024,Rogue,0.0229,Snake_fall,0.0222,,0,,0,,0,,0,,0,,0,,
CA10762,201100553,1,10-Aug-11,7:40:01,21.9456,37.87,-122.7265833,0.84,X,,Y,,X,,1071,,,272,11,100,2,Central_Valley_fall,99.956,Central_Valley_spring,0.044,0,0,,,,,,,,,,,,,,,,,,
35217,201100534,1,18-Aug-11,7:02:05,10.9728,42.03158333,-124.3025833,0.78,N,Y,,,M,13,9,,,9,11,100,1,Central_Valley_fall,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
CA22623,201100535,1,29-Jul-11,20:14:10,45.72,39.95413333,-124.11405,0.74,N,,Y,,X,,1169,,,348,11,100,2,Klamath,99.976,Rogue,0.024,0,0,,,,,,,,,,,,,,,,,,
CA17638,201100536,1,29-Jul-11,10:34:05,54.864,39.30613333,-123.87875,0.82,N,,Y,,X,,1094,,,295,11,100,2,Central_Valley_fall,99.998,Central_Valley_spring,0.002,0,0,,,,,,,,,,,,,,,,,,
CA17183,201100537,1,29-Jul-11,15:26:23,76.8096,39.34145,-123.87875,0.79,N,,Y,,X,,1099,,,300,11,100,2,California_Coast,99.995,N_California_S_Oregon_Coast,0.004,0,0,,,,,,,,,,,,,,,,,,
CA17814,201100538,1,02-Aug-11,9:13:18,18.288,38.28478333,-123.0483833,0.78,N,,Y,,X,,1046,,,251,11,100,2,Central_Valley_fall,99.943,Central_Valley_spring,0.058,Deschutes_fall,0,,,,,,,,,,,,,,,,,,
CA19211,201100539,1,31-Jul-11,13:35:04,14.6304,38.4341,-123.1403333,0.78,N,,Y,,E,,1065,,,266,11,100,2,Central_Valley_fall,99.987,Central_Valley_spring,0.013,0,0,,,,,,,,,,,,,,,,,,
CA17209,201100540,1,29-Jul-11,14:26:14,65.8368,39.32586667,-123.9102,0.92,N,,Y,,E,,1177,,,354,11,100,2,Central_Valley_fall,99.897,Central_Valley_spring,0.104,0,0,,,,,,,,,,,,,,,,,,
CA20833,201100541,1,30-Jul-11,17:31:52,71.3232,39.338,-123.8660167,0.69,N,,Y,,X,,1049,,,254,11,100,2,Central_Valley_fall,100,Central_Valley_spring,0.001,0,0,,,,,,,,,,,,,,,,,,
CA20487,201100543,1,02-Aug-11,12:28:48,9.144,38.41318333,-123.1240167,0.84,N,,Y,,X,,1090,,,291,11,100,2,Central_Valley_fall,99.977,Central_Valley_spring,0.022,0,0,,,,,,,,,,,,,,,,,,
CA29416,201100544,1,09-Aug-11,8:05:01,27.432,38.38776667,-123.11835,0.805,Y,,Y,,X,,1180,,,368,11,100,2,Central_Valley_fall,100,Central_Valley_spring,0,Deschutes_fall,0,,,,,,,,,,,,,,,,,,
CA20356,201100545,1,01-Aug-11,12:41:43,18.288,38.21613333,-122.9985667,0.87,N,,Y,,U,,1158,,,340,11,100,2,Central_Valley_fall,99.974,Central_Valley_spring,0.025,0,0,,,,,,,,,,,,,,,,,,
CA21742,201100546,1,29-Jul-11,13:01:26,54.864,39.7671,-123.9109167,0.76,N,,Y,,X,,1066,,,267,11,100,2,California_Coast,99.986,N_California_S_Oregon_Coast,0.014,Mid_Oregon_Coast,0,,,,,,,,,,,,,,,,,,
CA21247,201100550,1,31-Jul-11,15:37:28,35.6616,39.81103333,-123.9457667,0.89,N,,Y,,X,,1047,,,252,11,100,2,N_California_S_Oregon_Coast,46.914,Rogue,43.832,Mid_Oregon_Coast,9.231,,,,,,,,,,,,,,,,,,
CA24117,201100551,1,15-Aug-11,11:36:22,87.7824,39.40403333,-123.8691667,0.9,N,,Y,,X,,,,,,,,,California_Coast,100,N_California_S_Oregon_Coast,0,0,0,,,,,,,,,,,,,,,,,,
CA27176,201100552,1,11-Aug-11,12:30:19,16.4592,40.00008333,-124.10195,0.87,N,,Y,,E,,1097,,,298,11,100,2,Central_Valley_fall,99.908,Central_Valley_spring,0.092,0,0,,,,,,,,,,,,,,,,,,
CA13923,201100560,1,05-Aug-11,13:47:06,65.8368,39.60733333,-123.8658833,0.77,N,,Y,,X,,1043,,,248,11,100,2,Central_Valley_fall,99.987,Central_Valley_spring,0.014,0,0,,,,,,,,,,,,,,,,,,
CA20638,201100562,1,31-Jul-11,15:57:18,71.3232,39.70596667,-123.8967333,0.73,Y,,Y,,X,,1034,,,240,11,100,2,Rogue,74.116,Mid_Oregon_Coast,24.939,N_California_S_Oregon_Coast,0.942,,,,,,,,,,,,,,,,,,
CA26733,201100563,1,29-Jul-11,19:10:22,,39.41191667,-123.92305,0.84,N,,Y,,E,,1057,,,258,11,100,2,Central_Valley_fall,99.794,Central_Valley_spring,0.205,Mid_Oregon_Coast,0,,,,,,,,,,,,,,,,,,
CA17831,201100564,1,25-Aug-11,12:20:51,10.9728,38.103,-122.9735,0.85,N,,Y,,E,,1046,,,251,11,100,2,Central_Valley_fall,99.999,Central_Valley_spring,0,0,0,,,,,,,,,,,,,,,,,,
CA23086,201100568,1,04-Aug-11,8:36:46,91.44,36.8292,-122.0035833,0.691,N,,Y,,X,,1098,,,299,11,100,2,Central_Valley_fall,99.358,Central_Valley_spring,0.641,Deschutes_fall,0,,,,,,,,,,,,,,,,,,
CA30904,201100569,1,09-Aug-11,7:21:55,91.44,36.83578333,-122.0115667,0.69,N,,Y,,X,,1059,,,260,11,100,2,Central_Valley_fall,100,Central_Valley_spring,0,0,0,,,,,,,,,,,,,,,,,,
CA23712,201100570,1,07-Aug-11,18:54:01,43.8912,39.90705,-124.0872667,0.94,N,,Y,,U,,1197,,,367,11,100,2,Central_Valley_fall,99.984,Central_Valley_spring,0.017,0,0,,,,,,,,,,,,,,,,,,
CA22199,201100571,1,25-Aug-11,11:38:29,18.288,37.76573333,-122.6486167,0.82,N,,Y,,E,,1040,,,246,11,100,2,Central_Valley_fall,99.96,Central_Valley_spring,0.038,Deschutes_fall,0,,,,,,,,,,,,,,,,,,
CA16312,201100572,1,19-Aug-11,15:43:32,3.6576,37.85743333,-122.6371167,0.68,Y,,Y,,U,,1062,,,319,11,100,2,Central_Valley_fall,99.715,Central_Valley_spring,0.284,0,0,,,,,,,,,,,,,,,,,,
CA14368,201100574,1,21-Aug-11,17:05:50,65.8368,39.75018333,-123.9314667,0.82,N,,Y,,E,,1130,,,321,11,100,2,Central_Valley_fall,100,Central_Valley_spring,0,0,0,,,,,,,,,,,,,,,,,,
CA26511,201100575,1,30-Jul-11,9:58:58,18.288,39.51881667,-123.8591,0.89,N,,Y,,X,,1132,,,369,11,100,2,Klamath,65.179,Rogue,32.958,Mid_Oregon_Coast,1.128,,,,,,,,,,,,,,,,,,
CA29854,201100576,1,21-Aug-11,17:21:10,40.2336,39.94318333,-124.121,0.8,N,,Y,,E,,1198,,,370,11,100,2,Central_Valley_fall,100,Central_Valley_spring,0,0,0,,,,,,,,,,,,,,,,,,
CA19412,201100577,1,29-Jul-11,19:01:32,73.152,40.0152,-124.14495,0.86,Y,,Y,,X,,1056,,,257,11,100,2,Rogue,99.245,N_California_S_Oregon_Coast,0.691,Klamath,0.041,,,,,,,,,,,,,,,,,,
CA25684,201100578,1,15-Aug-11,16:43:00,65.8368,39.44193333,-123.8624167,0.67,N,,Y,,X,,1078,,,279,11,100,2,California_Coast,99.863,N_California_S_Oregon_Coast,0.137,N_Oregon_Coast,0,,,,,,,,,,,,,,,,,,
CA11554,201100580,1,23-Aug-11,13:38:06,10.9728,37.85973333,-122.69385,0.67,N,,Y,,X,,1054,,,255,11,100,2,Central_Valley_fall,97.792,Central_Valley_spring,2.208,Deschutes_fall,0,,,,,,,,,,,,,,,,,,
CA24981,201100581,1,30-Jul-11,6:56:18,60.3504,39.90861667,-124.10855,0.78,N,,Y,,X,,1167,,,302,11,100,2,Klamath,99.875,Rogue,0.124,Mid_Oregon_Coast,0,,,,,,,,,,,,,,,,,,
CA27637,201100582,1,29-Jul-11,12:26:16,45.72,39.35463333,-123.8957167,0.84,N,,Y,,U,,1068,,,269,11,100,2,Klamath,99.972,Rogue,0.028,0,0,,,,,,,,,,,,,,,,,,
CA28653,201100583,1,16-Aug-11,12:40:50,76.8096,39.385,-123.8838,0.67,N,,Y,,U,,1140,,,329,11,100,2,Central_Valley_fall,99.986,Central_Valley_spring,0.014,L_Columbia_spring,0,,,,,,,,,,,,,,,,,,
CA25465,201100585,1,16-Aug-11,17:56:26,73.152,39.57285,-123.8825667,0.76,N,,Y,,X,,1039,,,245,11,100,2,Central_Valley_fall,96.124,Central_Valley_spring,3.876,0,0,,,,,,,,,,,,,,,,,,
CA21886,201100587,1,29-Jul-11,18:37:48,49.3776,39.52536667,-123.9127833,0.7,N,,Y,,X,,1060,,,261,11,100,2,California_Coast,100,0,0,0,0,,,,,,,,,,,,,,,,,,
CA26879,201100588,1,25-Aug-11,10:19:00,18.288,39.33033333,-123.8396667,0.97,N,,Y,,E,,1123,,,316,11,100,2,Central_Valley_fall,99.998,Central_Valley_spring,0.002,0,0,,,,,,,,,,,,,,,,,,
CA31211,201100597,1,17-Aug-11,9:21:35,40.2336,39.89278333,-123.9971333,0.89,N,,Y,,X,,1087,,,288,11,100,2,Central_Valley_fall,99.949,Central_Valley_spring,0.052,0,0,,,,,,,,,,,,,,,,,,
CA18812,201100598,1,22-Aug-11,12:20:31,10.9728,37.84943333,-122.6447333,0.66,N,,Y,,X,,1202,,,374,11,100,2,Central_Valley_fall,99.976,Central_Valley_spring,0.024,0,0,,,,,,,,,,,,,,,,,,
CA32025,201100599,1,03-Sep-11,13:44:00,25.6032,37.85243333,-122.67865,0.72,N,,Y,,X,,1054,,,255,11,100,2,Central_Valley_fall,99.915,Central_Valley_spring,0.083,Deschutes_fall,0,,,,,,,,,,,,,,,,,,
CA10462,201100604,1,08-Sep-11,9:10:31,14.6304,37.86845,-122.6401167,0.83,N,,Y,,E,,1062,,,319,11,100,2,Central_Valley_fall,99.999,Central_Valley_spring,0.001,0,0,,,,,,,,,,,,,,,,,,
CA26983,201100608,1,12-Sep-11,11:57:38,20.1168,39.56708333,-123.7974,0.71,N,,Y,,E,,1123,,,316,11,100,2,Central_Valley_fall,99.988,Central_Valley_spring,0.012,0,0,,,,,,,,,,,,,,,,,,
CA26490,201100610,1,07-Sep-11,14:06:38,58.5216,39.4969,-123.8596167,0.68,Y,,Y,,X,,1132,,,369,11,100,2,Central_Valley_fall,99.75,Central_Valley_spring,0.25,Deschutes_fall,0,,,,,,,,,,,,,,,,,,
CA28677,201100611,1,07-Sep-11,11:22:16,78.6384,39.50223333,-123.8847167,0.78,N,,Y,,E,,1140,,,329,11,100,2,California_Coast,100,N_California_S_Oregon_Coast,0,0,0,,,,,,,,,,,,,,,,,,
CA25910,201100612,1,05-Sep-11,16:19:42,82.296,39.8133,-124.0372667,0.66,Y,,Y,,X,,1143,,,332,11,100,2,Central_Valley_fall,99.968,Central_Valley_spring,0.031,Deschutes_fall,0,,,,,,,,,,,,,,,,,,
CA15610,201100614,1,17-Aug-11,10:44:48,16.4592,37.89011667,-122.7469333,0.79,N,,Y,,X,,1066,,,267,11,100,2,Central_Valley_fall,99.733,Central_Valley_spring,0.267,Deschutes_fall,0,,,,,,,,,,,,,,,,,,
CA20702,201100615,1,12-Sep-11,10:46:07,21.9456,39.38993333,-123.8475167,0.86,N,,Y,,X,,1034,,,240,11,100,2,Central_Valley_fall,99.999,Central_Valley_spring,0.001,Deschutes_fall,0,,,,,,,,,,,,,,,,,,
CA15551,201100616,1,19-Sep-11,15:32:46,21.9456,37.87271667,-122.6624333,0.83,N,,Y,,X,,1054,,,255,11,100,2,Central_Valley_fall,99.999,Central_Valley_spring,0,0,0,,,,,,,,,,,,,,,,,,
CA15611,201100617,1,03-Sep-11,12:25:07,16.4592,37.8618,-122.689,0.84,N,,Y,,E,,1066,,,267,11,100,2,Central_Valley_fall,99.931,Central_Valley_spring,0.069,0,0,,,,,,,,,,,,,,,,,,
CA32011,201100618,1,21-Sep-11,10:03:43,10.9728,37.85826667,-122.6464667,0.65,N,,Y,,M,,1028,,,375,11,100,2,Central_Valley_fall,100.001,Central_Valley_spring,0,0,0,,,,,,,,,,,,,,,,,,
CA21331,201100619,1,13-Sep-11,13:59:56,12.8016,37.87121667,-122.71255,0.91,N,,Y,,X,,1047,,,252,11,100,2,Central_Valley_fall,99.999,Central_Valley_spring,0.001,0,0,,,,,,,,,,,,,,,,,,
CA26185,201100625,1,04-Sep-11,15:28:33,43.8912,39.76063333,-123.9677167,0.87,N,,Y,,E,,1130,,,321,11,100,2,Central_Valley_fall,99.967,Central_Valley_spring,0.033,0,0,,,,,,,,,,,,,,,,,,
CA20211,201100627,1,30-Sep-11,11:00:05,16.4592,38.11106667,-122.9699667,0.89,N,,Y,,X,,1158,,,340,11,100,2,Central_Valley_spring,67.916,Central_Valley_fall,32.083,E_Vancouver_Island,0,,,,,,,,,,,,,,,,,,
CA23693,201100630,1,08-Sep-11,14:45:36,10.9728,37.8461,-122.599,0.863,N,,Y,,E,,1071,,,272,11,100,2,Central_Valley_fall,99.992,Central_Valley_spring,0.009,0,0,,,,,,,,,,,,,,,,,,
CA27699,201100631,1,14-Sep-11,13:44:18,16.4592,37.85671667,-122.68475,0.81,N,,Y,,U,,1068,,,269,11,100,2,Central_Valley_fall,99.998,Central_Valley_spring,0.002,L_Columbia_fall,0,,,,,,,,,,,,,,,,,,
CA18847,201100632,1,25-Sep-11,10:37:12,21.9456,37.86488333,-122.7297333,0.65,Y,,Y,,X,,1202,,,374,11,100,2,Central_Valley_fall,99.999,Central_Valley_spring,0,0,0,,,,,,,,,,,,,,,,,,
CA31833,201100634,1,25-Sep-11,12:38:45,82.296,39.43686667,-123.8722667,0.81,Y,,Y,,X,,1141,,,330,11,100,2,Central_Valley_fall,100,Central_Valley_spring,0,0,0,,,,,,,,,,,,,,,,,,
CA21987,201100635,1,28-Sep-11,11:37:02,5.4864,37.87478333,-122.7227667,0.87,N,,Y,,X,,1060,,,261,11,100,2,Central_Valley_fall,100,Central_Valley_spring,0,0,0,,,,,,,,,,,,,,,,,,
CA13201,201100636,1,26-Sep-11,11:24:05,21.9456,37.86255,-122.69165,0.7,N,,Y,,X,,1054,,,255,11,100,2,Central_Valley_fall,100,Central_Valley_spring,0,Deschutes_fall,0,,,,,,,,,,,,,,,,,,
